-6.0000,-0.5229,-0.5229,-28.4940,-12.2219
-5.7767,-0.5229,-0.5229,-28.4940,-11.7752
-5.5533,-0.5229,-0.5229,-28.4940,-11.3285
-5.3300,-0.5229,-0.5229,-28.4940,-10.8818
-5.1066,-0.5229,-0.5229,-28.4940,-10.4351
-4.8833,-0.5229,-0.5229,-28.4940,-9.9884
-4.6599,-0.5229,-0.5229,-28.4940,-9.5417
-4.4366,-0.5229,-0.5229,-9.0004,-9.0950
-4.2132,-0.5229,-0.5229,-8.6990,-8.6483
-3.9899,-0.5229,-0.5229,-8.6990,-8.2016
-3.7665,-0.5229,-0.5229,-7.9208,-7.7549
-3.5432,-0.5229,-0.5229,-7.4957,-7.3082
-3.3198,-0.5229,-0.5229,-7.0045,-6.8615
-3.0965,-0.5229,-0.5229,-6.5272,-6.4148
-2.8731,-0.5229,-0.5229,-6.0991,-5.9681
-2.6498,-0.5229,-0.5229,-5.6862,-5.5214
-2.4264,-0.5229,-0.5229,-5.2157,-5.0747
-2.2031,-0.5226,-0.5228,-4.7494,-4.6281
-1.9797,-0.5224,-0.5227,-4.3111,-4.1815
-1.7564,-0.5218,-0.5223,-3.8633,-3.7351
-1.5330,-0.5212,-0.5214,-3.4418,-3.2894
-1.3097,-0.5179,-0.5188,-3.0011,-2.8454
-1.0863,-0.5091,-0.5116,-2.5538,-2.4061
-0.8630,-0.4955,-0.4930,-2.1317,-1.9798
-0.6396,-0.4420,-0.4509,-1.7408,-1.5878
-0.4163,-0.3836,-0.3796,-1.5631,-1.2766
-0.1929,-0.3208,-0.3160,-1.4454,-1.1104
0.0304,-0.2990,-0.3012,-1.4393,-1.0795
0.2538,-0.3005,-0.3010,-1.4301,-1.0792
0.4771,-0.2974,-0.3010,-1.4514,-1.0792
