-2.9419,-0.3824
-2.8960,-0.4282
-2.8502,0.0030
-2.8043,0.3252
-2.7585,0.3787
-2.7126,0.5089
-2.6667,0.7227
-2.6209,0.9220
-2.5750,0.9974
-2.5292,1.0753
-2.4833,1.1467
-2.4375,1.2252
-2.3916,1.2693
-2.3457,1.3057
-2.2999,1.3645
-2.2540,1.3517
-2.2082,1.3637
-2.1623,1.3688
-2.1165,1.3609
-2.0706,1.3530
-2.0248,1.3457
-1.9789,1.3264
-1.9330,1.2699
-1.8872,1.2462
-1.8413,1.2228
-1.7955,1.1912
-1.7496,1.1374
-1.7038,1.0754
-1.6579,1.0356
-1.6121,0.9901
-1.5662,0.9453
-1.5203,0.8790
-1.4745,0.8442
-1.4286,0.7743
-1.3828,0.7321
-1.3369,0.6431
-1.2911,0.5973
-1.2452,0.5243
-1.1994,0.4826
-1.1535,0.4416
-1.1076,0.3602
-1.0618,0.2996
-1.0159,0.2185
-0.9701,0.1722
-0.9242,0.1100
-0.8784,0.0269
-0.8325,-0.0427
-0.7866,-0.1017
-0.7408,-0.1675
-0.6949,-0.2252
-0.6491,-0.3015
-0.6032,-0.3466
-0.5574,-0.4356
-0.5115,-0.5152
-0.4657,-0.5858
-0.4198,-0.6326
-0.3739,-0.7033
-0.3281,-0.7677
-0.2822,-0.8545
-0.2364,-0.9043
-0.1905,-1.0021
-0.1447,-1.0448
-0.0988,-1.0906
-0.0530,-1.1793
-0.0071,-1.2394
0.0388,-1.3177
0.0846,-1.3835
0.1305,-1.4221
0.1763,-1.5247
0.2222,-1.5543
0.2680,-1.5949
0.3139,-1.6669
0.3598,-1.7346
0.4056,-1.7187
0.4515,-1.7889
0.4973,-1.8549
0.5432,-1.8815
0.5890,-1.9141
0.6349,-1.9600
0.6807,-2.0085
0.7266,-2.0526
0.7725,-2.1144
0.8183,-2.2080
0.8642,-2.3585
0.9100,-2.4056
0.9559,-2.4463
1.0017,-2.5701
1.0476,-2.7424
1.0934,-2.8135
1.1393,-3.0226
1.1852,-3.1115
1.2310,-3.4347
1.2769,-3.5147
1.3227,-3.8688
1.3686,-4.1130
1.4144,-4.2072
1.4603,-4.7845
1.5061,-4.7512
1.5520,-5.0981
